id,Sentence,NER Tag
15586,"['Iraqi', 'police', 'say', 'gunmen', 'wearing', 'Iraqi', 'special', 'forces', 'uniforms', 'have', 'kidnapped', 'a', 'wealthy', 'businessman', 'and', 'his', 'son', ',', 'after', 'killing', 'five', 'of', 'their', 'bodyguards', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15587,"['Police', 'Friday', 'say', 'Ghalib', 'Abdul', 'Hussein', 'Kubba', ',', 'director-general', 'of', 'the', 'Basra', 'International', 'Bank', ',', 'was', 'abducted', 'from', 'his', 'home', 'in', 'western', 'Baghdad', 'late', 'Thursday', ',', 'along', 'with', 'his', 'son', '.']","['O', 'B-tim', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
15588,"['Officers', 'say', 'no', 'demands', 'have', 'been', 'made', 'so', 'far', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15589,"['In', 'northern', 'Baghdad', ',', 'police', 'say', 'they', 'discovered', 'the', 'bodies', 'of', 'at', 'least', 'three', 'unidentified', 'men', 'who', 'had', 'been', 'shot', 'dead', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15590,"['Elsewhere', ',', 'insurgents', 'have', 'blown', 'up', 'an', 'oil', 'pipeline', ',', 'sabotaging', 'oil', 'delivery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15591,"['But', 'the', 'state', 'appealed', ',', 'forcing', 'the', 'men', 'to', 'remain', 'in', 'custody', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15592,"['In', 'other', 'developments', ',', 'a', 'White', 'House', 'spokesman', 'Friday', 'stressed', 'that', 'Iraqi', 'police', 'forces', 'must', 'adhere', 'to', 'the', 'highest', 'human', 'rights', 'standards', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15593,"['The', 'comments', 'come', 'as', 'Iraq', ""'s"", 'interior', 'ministry', 'investigates', 'allegations', 'that', 'death', 'squads', 'are', 'operating', 'within', 'the', 'police', 'force', 'and', 'targeting', 'Sunni', 'Arabs', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'B-gpe', 'O']"
15594,"['Turkey', 'has', 'reaffirmed', 'its', 'commitment', 'to', 'meet', 'standards', 'for', 'European', 'Union', 'membership', ',', 'after', 'critics', 'said', 'momentum', 'toward', 'that', 'goal', 'had', 'slowed', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15595,"['Following', 'meetings', 'Monday', 'in', 'Ankara', 'with', 'EU', 'diplomats', ',', 'Foreign', 'Minister', 'Abdullah', 'Gul', 'denied', 'that', 'Turkish', 'commitment', 'to', 'joining', 'the', 'Union', 'is', 'lagging', '.']","['O', 'O', 'B-tim', 'O', 'B-geo', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O']"
15596,"['Also', 'speaking', 'after', 'the', 'talks', ',', 'Luxembourg', 'Deputy', 'Foreign', 'Minister', 'Nicolas', 'Schmit', ',', 'whose', 'country', 'currently', 'holds', 'the', 'rotating', 'EU', 'presidency', ',', 'said', 'that', 'Turkey', 'must', 'continue', 'to', 'implement', 'reforms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O']"
15597,"['Turkey', 'has', 'yet', 'to', 'sign', 'a', 'customs', 'pact', 'that', 'it', 'agreed', 'to', 'in', 'December', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
15598,"['The', 'pact', 'includes', 'Cyprus', ',', 'but', 'does', 'not', 'require', 'Ankara', 'to', 'officially', 'recognize', 'the', 'Greek', 'Cypriot', 'government', 'on', 'the', 'divided', 'island', '.']","['O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'O']"
15599,"['The', 'European', 'Union', 'has', 'indicated', 'that', 'Turkish', 'goodwill', 'gestures', 'involving', 'the', 'divided', 'island', ',', 'which', 'joined', 'the', 'EU', 'last', 'May', ',', 'could', 'help', 'Ankara', 'when', 'it', 'begins', 'EU', 'membership', 'talks', 'in', 'October', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-tim', 'O']"
15600,"['A', 'senior', 'Thai', 'minister', 'says', 'the', 'United', 'States', 'has', 'neither', 'operated', 'a', 'secret', 'jail', 'in', 'Thailand', 'for', 'terror', 'suspects', 'nor', 'used', 'the', 'country', 'as', 'a', 'transfer', 'point', 'for', 'such', 'suspects', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15601,"['U.S.-based', 'ABC', 'News', 'and', 'The', 'Washington', 'Post', 'have', 'reported', 'that', 'secret', 'U.S.', 'Central', 'Intelligence', 'Agency', 'jails', 'have', 'existed', 'since', 'March', '2002', 'when', 'the', 'first', 'was', 'created', 'in', 'Thailand', '.']","['O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15602,"['Ms.', 'Mtetwa', 'said', 'Friday', ""'s"", 'proceedings', 'lasted', 'less', 'than', 'one', 'hour', 'because', 'not', 'all', 'of', 'the', 'state', ""'s"", 'witnesses', 'showed', 'up', 'in', 'court', '.']","['B-per', 'I-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15603,"['ABC', 'said', 'Tuesday', 'the', 'Thai', 'jail', 'was', 'established', 'following', 'the', 'capture', 'in', 'Pakistan', 'of', 'Abu', 'Zabayda', ',', 'who', 'was', 'sent', 'to', 'a', 'vacant', 'warehouse', 'on', 'an', 'air', 'base', 'in', 'Thailand', '.']","['B-org', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15604,"['Thailand', ""'s"", 'Deputy', 'Prime', 'Minister', 'and', 'Justice', 'Minister', 'Chitchai', 'Wannasathit', 'Wednesday', 'denied', 'the', 'reports', '.']","['B-org', 'O', 'O', 'B-per', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'B-tim', 'O', 'O', 'O', 'O']"
15605,"['He', 'said', 'no', 'prisoner', 'was', 'brought', 'to', 'Thailand', 'from', 'Pakistan', 'in', '2002', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-tim', 'O']"
15606,"['China', 'is', 'reporting', 'a', 'new', 'outbreak', 'of', 'bird', 'flu', 'in', 'poultry', 'in', 'the', 'northwest', 'Xinjiang', 'region', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15607,"['Agriculture', 'ministry', 'officials', 'said', 'Thursday', 'the', 'virus', 'responsible', 'for', 'the', '11', 'dead', 'birds', 'in', 'Turpan', 'city', 'has', 'been', 'confirmed', 'as', 'the', 'highly', 'contagious', 'H5N1', 'type', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15608,"['More', 'than', '5,000', 'birds', 'have', 'been', 'culled', 'to', 'contain', 'the', 'new', 'outbreak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15609,"['In', 'Indonesia', ',', 'agriculture', 'officials', 'say', 'hundreds', 'of', 'chickens', 'infected', 'with', 'the', 'most', 'deadly', 'strain', 'of', 'avian', 'influenza', 'have', 'died', 'in', 'three', 'districts', 'in', 'Aceh', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15610,"['In', 'Vietnam', ',', 'public', 'health', 'officials', 'say', 'a', '15-year-old', 'boy', 'from', 'the', 'northern', 'port', 'city', 'of', 'Haiphong', 'has', 'tested', 'positive', 'for', 'the', 'same', 'H5N1', 'strain', 'of', 'the', 'flu', 'virus', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15611,"['The', 'findings', 'have', 'not', 'yet', 'been', 'confirmed', 'by', 'the', 'World', 'Health', 'Organization', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
15612,"['Nearly', '70', 'people', 'have', 'died', 'from', 'bird', 'flu', 'in', 'Asia', 'since', '2003', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'I-tim', 'O']"
15613,"['Reports', 'from', 'Baghdad', 'say', 'two', 'bombs', 'have', 'exploded', 'near', 'a', 'market', 'in', 'central', 'Baghdad', ',', 'killing', 'at', 'least', '10', 'people', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15614,"['All', 'known', 'human', 'cases', 'of', 'avian', 'flu', 'are', 'believed', 'to', 'have', 'resulted', 'from', 'close', 'contact', 'with', 'infected', 'birds', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15615,"['The', 'Basque', 'separatist', 'group', 'ETA', 'says', 'it', 'plans', 'to', 'continue', 'its', 'militant', 'campaign', 'against', 'Spain', 'to', 'further', 'its', 'goals', '.']","['O', 'B-org', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
15616,"['In', 'a', 'statement', 'issued', 'Sunday', ',', 'ETA', 'said', 'a', 'peace', 'process', 'begun', 'by', 'Spanish', 'Prime', 'Minister', 'Jose', 'Luis', 'Rodriguez', 'Zapatero', 'offered', 'no', 'political', 'solutions', 'and', 'sought', 'only', 'the', 'defeat', 'of', 'the', 'separatists', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15617,"['ETA', 'also', 'claimed', 'responsibility', 'for', 'a', 'small', 'explosion', 'on', 'July', '25th', 'as', 'the', 'Tour', 'de', 'France', 'bicycle', 'race', 'went', 'through', 'the', 'northern', 'town', 'of', 'Navarro', ',', 'a', 'stronger', 'blast', 'against', 'a', 'civil', 'guard', 'barracks', 'in', 'the', 'northern', 'town', 'of', 'Durango', 'in', 'August', 'and', 'two', 'other', 'explosions', 'that', 'month', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15618,"['ETA', 'declared', 'a', 'cease-fire', 'in', 'March', 'of', '2006', 'but', ',', 'called', 'it', 'off', 'in', 'June', ',', 'blaming', 'the', 'government', 'for', 'a', 'breakdown', 'in', 'negotiations', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15619,"['Colombian', 'police', 'have', 'deactivated', 'a', 'parcel', 'bomb', 'delivered', 'to', 'the', 'home', 'of', 'a', 'lawmaker', 'allied', 'with', 'President', 'Alvaro', 'Uribe', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']"
15620,"['Authorities', 'say', 'the', 'package', 'resembled', 'a', 'book', 'and', 'was', 'sent', 'to', 'Armando', 'Benedetti', ""'s"", 'home', 'Thursday', 'night', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-tim', 'I-tim', 'O']"
15621,"['Benedetti', 'and', 'his', 'aides', 'called', 'police', 'when', 'they', 'noticed', 'something', 'suspicious', 'about', 'the', 'package', ',', 'which', 'contained', 'an', 'incendiary', 'substance', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15622,"['Investigators', 'announced', 'a', '$', '25,000', 'reward', 'for', 'information', 'leading', 'to', 'the', 'arrest', 'of', 'the', 'person', 'or', 'persons', 'who', 'sent', 'the', 'package', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15623,"['The', 'incident', 'happened', 'one', 'day', 'after', 'a', 'similar', 'package', 'was', 'sent', 'to', 'a', 'man', 'with', 'the', 'same', 'name', 'as', 'former', 'Defense', 'Minister', 'Rafael', 'Pardo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']"
15624,"['Police', 'say', 'the', 'second', 'bomb', 'was', 'detonated', 'Tuesday', 'after', 'a', 'crowd', 'had', 'gathered', 'at', 'the', 'site', 'of', 'the', 'first', 'blast', ',', 'near', 'a', 'shop', 'just', 'outside', 'the', 'Bab', 'al-Sharjee', 'market', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']"
15625,"['The', 'lawyer', 'for', 'a', 'group', 'of', 'Pakistani', 'men', 'who', 'say', 'they', 'were', 'kidnapped', 'and', 'tortured', 'by', 'Greek', 'and', 'British', 'agents', 'after', 'the', 'July', 'bomb', 'attacks', 'in', 'London', 'have', 'filed', 'suit', 'against', 'the', 'alleged', 'intelligence', 'officers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15626,"['The', 'lawyer', ',', 'Frangiskos', 'Ragoussis', ',', 'representing', 'at', 'least', '27', 'men', 'who', 'say', 'they', 'were', 'taken', 'from', 'homes', 'in', 'Greece', 'says', 'the', 'suit', 'is', 'against', 'agents', 'identified', 'in', 'a', 'recent', 'story', 'published', 'by', 'an', 'Athens', 'newspaper', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
15627,"['The', 'governments', 'of', 'Greece', ',', 'Britain', 'and', 'Pakistan', 'have', 'denied', 'the', 'allegations', ',', 'but', 'Greek', 'lawmakers', 'have', 'called', 'for', 'an', 'investigation', '.']","['O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15628,"['The', 'attacks', 'on', 'the', 'London', 'public', 'transportation', 'system', 'killed', 'at', 'least', '52', 'people', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15629,"['Mary', 'J.', 'Blige', ',', 'Jamie', 'Foxx', ',', 'and', 'Jennifer', 'Hudson', 'were', 'among', 'the', 'winners', 'at', 'the', '21st', 'annual', 'Soul', 'Train', 'Music', 'Awards', ',', 'held', 'March', '10', 'in', 'Pasadena', ',', 'California', '.']","['B-per', 'I-per', 'I-per', 'O', 'B-per', 'I-per', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'B-geo', 'O', 'B-geo', 'O']"
15630,"['Mary', 'J.', 'Blige', 'took', 'the', 'Best', 'Female', 'Album', 'award', 'for', 'The', 'Breakthrough', ',', 'while', 'Jamie', 'Foxx', 'brought', 'home', 'Best', 'Male', 'Album', 'honors', 'for', 'Unpredictable', '.']","['B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15631,"['Former', 'American', 'Idol', 'castoff', 'Jennifer', 'Hudson', 'continued', 'her', 'Cinderella', 'story', ',', 'winning', 'the', 'Entertainer', 'Of', 'The', 'Year', 'award', 'for', 'her', 'supporting', 'role', 'in', 'the', 'movie', 'Dreamgirls', '.']","['O', 'B-gpe', 'B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15632,"['She', 'also', 'received', 'an', 'Academy', 'Award', 'and', 'an', 'NAACP', 'Image', 'Award', 'for', 'her', 'role', '.']","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-art', 'I-art', 'I-art', 'O', 'O', 'O', 'O']"
15633,"['A', 'number', 'of', 'senior', 'diplomats', 'are', 'in', 'Washington', 'Monday', 'to', 'mark', 'the', '10th', 'anniversary', 'of', 'the', 'Dayton', 'Peace', 'Accords', ',', 'which', 'ended', 'the', 'war', 'in', 'Bosnia-Herzegovina', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15634,"['Those', 'attending', 'Monday', ""'s"", 'conference', 'on', 'the', 'accords', 'include', 'the', 'head', 'of', 'Bosnia', ""'s"", 'joint', 'presidency', ',', 'Ivo', 'Miro', 'Jovic', ',', 'and', 'U.N.', 'High', 'Representative', 'Paddy', 'Ashdown', '.']","['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O']"
15635,"['Hours', 'earlier', ',', 'two', 'Iraqi', 'civilians', 'were', 'killed', 'and', 'four', 'policemen', 'were', 'wounded', 'in', 'two', 'separate', 'roadside', 'bombings', 'in', 'southern', 'Iraq', '(', 'at', 'Yousifiyah', ',', 'south', 'of', 'Baghdad', ',', 'and', 'in', 'Basra', 'province', ')', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
15636,"['The', '1995', 'agreement', 'ended', 'a', 'brutal', 'ethnic', 'war', 'that', 'killed', 'more', 'than', '2,00,000', 'people', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15637,"['The', 'accord', 'split', 'the', 'former', 'Yugoslav', 'republic', 'into', 'a', 'Serb', 'Republic', 'and', 'a', 'Muslim-Croat', 'Federation', '-', 'each', 'with', 'its', 'own', 'government', 'and', 'army', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15638,"['Bosnian', 'leaders', ',', 'working', 'with', 'U.S.', 'and', 'European', 'officials', ',', 'are', 'negotiating', 'a', 'new', 'constitution', 'aimed', 'at', 'simplifying', 'the', 'current', 'arrangement', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15639,"['Agreement', 'on', 'the', 'peace', 'accords', 'was', 'reached', 'at', 'a', 'U.S.', 'Air', 'Force', 'base', 'in', 'Dayton', ',', 'Ohio', 'on', 'November', '21', ',', '1995', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O']"
15640,"['The', 'accords', 'were', 'signed', 'several', 'weeks', 'later', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O']"
15641,"['Senegal', ""'s"", 'President', 'Abdoulaye', 'Wade', 'says', 'the', 'leaders', 'of', 'Chad', 'and', 'Sudan', 'will', 'sign', 'peace', 'accords', 'next', 'week', 'at', 'a', 'summit', 'in', 'Dakar', '.']","['B-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15642,"['Mr.', 'Wade', 'told', 'reporters', 'in', 'Paris', 'Friday', 'that', 'Chadian', 'President', 'Idriss', 'Deby', 'and', 'Sudanese', 'President', 'Omar', 'al-Bashir', 'will', 'agree', 'to', 'stop', 'supporting', 'rebel', 'groups', 'on', 'each', 'other', ""'s"", 'territory', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15643,"['He', 'said', 'the', 'signing', 'will', 'take', 'place', 'March', '12', ',', 'before', 'the', 'start', 'of', 'a', 'summit', 'of', 'Muslim', 'leaders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
15644,"['Chad', 'has', 'accused', 'Sudan', 'of', 'backing', 'the', 'rebels', 'who', 'attacked', 'Chad', ""'s"", 'capital', ""N'Djamena"", 'last', 'month', '.']","['B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'O', 'O']"
15645,"['Chadian', 'President', 'Deby', 'said', 'earlier', 'Friday', 'that', 'the', 'fighting', 'sparked', 'by', 'that', 'attack', 'killed', '700', 'people', '.']","['B-gpe', 'B-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15646,"['A', 'U.S.', 'military', 'announcement', 'today', 'says', 'three', 'Marines', 'were', 'killed', 'Monday', 'near', 'the', 'restive', 'town', 'of', 'Hit', 'in', 'western', 'Anbar', 'province', '.']","['O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'O', 'O']"
15647,"['Sudan', ',', 'for', 'its', 'part', ',', 'accuses', 'Chad', 'of', 'aiding', 'rebels', 'in', 'Sudan', ""'s"", 'war-torn', 'Darfur', 'region', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
15648,"['Mr.', 'Deby', 'and', 'Mr.', 'Bashir', 'signed', 'a', 'peace', 'agreement', 'at', 'the', 'urging', 'of', 'Libya', 'in', '2006', 'but', 'the', 'agreement', 'quickly', 'broke', 'down', '.']","['B-per', 'I-per', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
